ds,y
2018/1/1,12
2018/1/2,15
2018/1/3,15
2018/1/4,16
2018/1/5,13
2018/1/6,11
2018/1/7,7
2018/1/8,5
2018/1/9,6
2018/1/10,7
2018/1/11,6
2018/1/12,6
2018/1/13,7
2018/1/14,10
2018/1/15,10
2018/1/16,12
2018/1/17,14
2018/1/18,13
2018/1/19,17
2018/1/20,16
2018/1/21,18
2018/1/22,19
2018/1/23,15
2018/1/24,17
2018/1/25,13
2018/1/26,12
2018/1/27,8
2018/1/28,5
2018/1/29,6
2018/1/30,5
2018/1/31,4
2018/2/1,5
2018/2/2,4
2018/2/3,4
2018/2/4,4
2018/2/5,4
2018/2/6,5
2018/2/7,8
2018/2/8,10
2018/2/9,11
2018/2/10,9
2018/2/11,9
2018/2/12,8
2018/2/13,9
2018/2/14,10
2018/2/15,15
2018/2/16,16
2018/2/17,17
2018/2/18,18
2018/2/19,19
2018/2/20,16
2018/2/21,13
2018/2/22,10
2018/2/23,15
2018/2/24,15
2018/2/25,12
2018/2/26,15
2018/2/27,17
2018/2/28,19
2018/3/1,20
2018/3/2,21
2018/3/3,22
2018/3/4,21
2018/3/5,18
2018/3/6,17
2018/3/7,11
2018/3/8,10
2018/3/9,9
2018/3/10,13
2018/3/11,13
2018/3/12,15
2018/3/13,16
2018/3/14,17
2018/3/15,18
2018/3/16,19
2018/3/17,19
2018/3/18,19
2018/3/19,15
2018/3/20,10
2018/3/21,11
2018/3/22,14
2018/3/23,15
2018/3/24,18
2018/3/25,18
2018/3/26,18
2018/3/27,19
2018/3/28,19
2018/3/29,20
2018/3/30,20
2018/3/31,19
2018/4/1,21
2018/4/2,21
2018/4/3,21
2018/4/4,21
2018/4/5,20
2018/4/6,14
2018/4/7,12
2018/4/8,14
2018/4/9,18
2018/4/10,20
2018/4/11,21
2018/4/12,23
2018/4/13,25
2018/4/14,18
2018/4/15,15
2018/4/16,15
2018/4/17,18
2018/4/18,19
2018/4/19,20
2018/4/20,22
2018/4/21,22
2018/4/22,23
2018/4/23,22
2018/4/24,20
2018/4/25,21
2018/4/26,22
2018/4/27,22
2018/4/28,22
2018/4/29,23
2018/4/30,25
2018/5/1,24
2018/5/2,23
2018/5/3,22
2018/5/4,22
2018/5/5,24
2018/5/6,24
2018/5/7,22
2018/5/8,23
2018/5/9,22
2018/5/10,21
2018/5/11,23
2018/5/12,24
2018/5/13,24
2018/5/14,24
2018/5/15,26
2018/5/16,26
2018/5/17,26
2018/5/18,27
2018/5/19,27
2018/5/20,26
2018/5/21,26
2018/5/22,26
2018/5/23,26
2018/5/24,27
2018/5/25,27
2018/5/26,28
2018/5/27,27
2018/5/28,26
2018/5/29,27
2018/5/30,27
2018/5/31,27
2018/6/1,26
2018/6/2,25
2018/6/3,25
2018/6/4,26
2018/6/5,25
2018/6/6,25
2018/6/7,24
2018/6/8,24
2018/6/9,25
2018/6/10,26
2018/6/11,26
2018/6/12,25
2018/6/13,25
2018/6/14,25
2018/6/15,24
2018/6/16,25
2018/6/17,25
2018/6/18,27
2018/6/19,27
2018/6/20,28
2018/6/21,28
2018/6/22,26
2018/6/23,25
2018/6/24,26
2018/6/25,26
2018/6/26,26
2018/6/27,26
2018/6/28,27
2018/6/29,27
2018/6/30,27
2018/7/1,28
2018/7/2,27
2018/7/3,27
2018/7/4,28
2018/7/5,28
2018/7/6,28
2018/7/7,27
2018/7/8,26
2018/7/9,26
2018/7/10,27
2018/7/11,28
2018/7/12,26
2018/7/13,25
2018/7/14,25
2018/7/15,25
2018/7/16,27
2018/7/17,27
2018/7/18,26
2018/7/19,27
2018/7/20,27
2018/7/21,27
2018/7/22,26
2018/7/23,26
2018/7/24,25
2018/7/25,26
2018/7/26,26
2018/7/27,26
2018/7/28,26
2018/7/29,27
2018/7/30,26
2018/7/31,26
2018/8/1,26
2018/8/2,27
2018/8/3,27
2018/8/4,27
2018/8/5,27
2018/8/6,26
2018/8/7,27
2018/8/8,27
2018/8/9,26
2018/8/10,27
2018/8/11,25
2018/8/12,25
2018/8/13,26
2018/8/14,26
2018/8/15,26
2018/8/16,26
2018/8/17,26
2018/8/18,27
2018/8/19,27
2018/8/20,27
2018/8/21,26
2018/8/22,26
2018/8/23,26
2018/8/24,27
2018/8/25,27
2018/8/26,27
2018/8/27,25
2018/8/28,25
2018/8/29,25
2018/8/30,25
2018/8/31,26
2018/9/1,24
2018/9/2,26
2018/9/3,25
2018/9/4,26
2018/9/5,26
2018/9/6,25
2018/9/7,24
2018/9/8,24
2018/9/9,24
2018/9/10,25
2018/9/11,24
2018/9/12,25
2018/9/13,25
2018/9/14,27
2018/9/15,27
2018/9/16,25
2018/9/17,25
2018/9/18,26
2018/9/19,26
2018/9/20,26
2018/9/21,26
2018/9/22,25
2018/9/23,24
2018/9/24,25
2018/9/25,25
2018/9/26,24
2018/9/27,24
2018/9/28,23
2018/9/29,22
2018/9/30,22
2018/10/1,21
2018/10/2,21
2018/10/3,21
2018/10/4,21
2018/10/5,21
2018/10/6,20
2018/10/7,22
2018/10/8,23
2018/10/9,22
2018/10/10,20
2018/10/11,18
2018/10/12,20
2018/10/13,20
2018/10/14,23
2018/10/15,20
2018/10/16,19
2018/10/17,18
2018/10/18,20
2018/10/19,21
2018/10/20,21
2018/10/21,22
2018/10/22,22
2018/10/23,19
2018/10/24,20
2018/10/25,21
2018/10/26,19
2018/10/27,18
2018/10/28,16
2018/10/29,17
2018/10/30,19
2018/10/31,20
2018/11/1,19
2018/11/2,19
2018/11/3,19
2018/11/4,19
2018/11/5,20
2018/11/6,21
2018/11/7,19
2018/11/8,18
2018/11/9,18
2018/11/10,19
2018/11/11,21
2018/11/12,20
2018/11/13,20
2018/11/14,20
2018/11/15,22
2018/11/16,19
2018/11/17,18
2018/11/18,16
2018/11/19,15
2018/11/20,19
2018/11/21,14
2018/11/22,12
2018/11/23,14
2018/11/24,15
2018/11/25,16
2018/11/26,15
2018/11/27,17
2018/11/28,14
2018/11/29,15
2018/11/30,17
2018/12/1,17
2018/12/2,20
2018/12/3,19
2018/12/4,19
2018/12/5,20
2018/12/6,14
2018/12/7,12
2018/12/8,9
2018/12/9,8
2018/12/10,10
2018/12/11,8
2018/12/12,7
2018/12/13,9
2018/12/14,10
2018/12/15,12
2018/12/16,12
2018/12/17,10
2018/12/18,10
2018/12/19,15
2018/12/20,19
2018/12/21,17
2018/12/22,18
2018/12/23,14
2018/12/24,13
2018/12/25,14
2018/12/26,14
2018/12/27,13
2018/12/28,8
2018/12/29,5
2018/12/30,5
2018/12/31,4
2019/1/1,7
2019/1/2,6
2019/1/3,9
2019/1/4,12
2019/1/5,12
2019/1/6,11
2019/1/7,12
2019/1/8,12
2019/1/9,11
2019/1/10,13
2019/1/11,15
2019/1/12,14
2019/1/13,16
2019/1/14,15
2019/1/15,12
2019/1/16,10
2019/1/17,9
2019/1/18,9
2019/1/19,14
2019/1/20,12
2019/1/21,8
2019/1/22,7
2019/1/23,9
2019/1/24,12
2019/1/25,12
2019/1/26,10
2019/1/27,12
2019/1/28,12
2019/1/29,14
2019/1/30,15
2019/1/31,12
2019/2/1,12
2019/2/2,15
2019/2/3,16
2019/2/4,18
2019/2/5,19
2019/2/6,20
2019/2/7,21
2019/2/8,20
2019/2/9,16
2019/2/10,12
2019/2/11,8
2019/2/12,11
2019/2/13,18
2019/2/14,17
2019/2/15,17
2019/2/16,16
2019/2/17,12
2019/2/18,13
2019/2/19,16
2019/2/20,18
2019/2/21,15
2019/2/22,11
2019/2/23,11
2019/2/24,9
2019/2/25,12
2019/2/26,11
2019/2/27,15
2019/2/28,15
2019/3/1,16
2019/3/2,15
2019/3/3,13
2019/3/4,13
2019/3/5,15
2019/3/6,14
2019/3/7,13
2019/3/8,13
2019/3/9,13
2019/3/10,12
2019/3/11,14
2019/3/12,14
2019/3/13,17
2019/3/14,18
2019/3/15,14
2019/3/16,17
2019/3/17,17
2019/3/18,17
2019/3/19,19
2019/3/20,22
2019/3/21,22
2019/3/22,18
2019/3/23,13
2019/3/24,12
2019/3/25,14
2019/3/26,18
2019/3/27,20
2019/3/28,21
2019/3/29,21
2019/3/30,20
2019/3/31,18
2019/4/1,16
2019/4/2,17
2019/4/3,20
2019/4/4,17
2019/4/5,18
2019/4/6,21
2019/4/7,22
2019/4/8,24
2019/4/9,24
2019/4/10,22
2019/4/11,23
2019/4/12,16
2019/4/13,17
2019/4/14,20
2019/4/15,20
2019/4/16,19
2019/4/17,20
2019/4/18,22
2019/4/19,22
2019/4/20,20
2019/4/21,23
2019/4/22,24
2019/4/23,24
2019/4/24,25
2019/4/25,25
2019/4/26,25
2019/4/27,22
2019/4/28,22
2019/4/29,23
2019/4/30,21
2019/5/1,19
2019/5/2,20
2019/5/3,20
2019/5/4,21
2019/5/5,18
2019/5/6,19
2019/5/7,19
2019/5/8,19
2019/5/9,20
2019/5/10,23
2019/5/11,24
2019/5/12,23
2019/5/13,25
2019/5/14,26
2019/5/15,26
2019/5/16,26
2019/5/17,27
2019/5/18,27
2019/5/19,24
2019/5/20,24
2019/5/21,24
2019/5/22,24
2019/5/23,23
2019/5/24,24
2019/5/25,25
2019/5/26,24
2019/5/27,24
2019/5/28,24
2019/5/29,24
2019/5/30,24
2019/5/31,25
2019/6/1,25
2019/6/2,25
2019/6/3,25
2019/6/4,26
2019/6/5,26
2019/6/6,26
2019/6/7,28
2019/6/8,28
2019/6/9,27
2019/6/10,24
2019/6/11,25
2019/6/12,24
2019/6/13,25
2019/6/14,25
2019/6/15,25
2019/6/16,26
2019/6/17,26
2019/6/18,26
2019/6/19,27
2019/6/20,28
2019/6/21,28
2019/6/22,29
2019/6/23,26
2019/6/24,25
2019/6/25,26
2019/6/26,26
2019/6/27,27
2019/6/28,28
2019/6/29,28
2019/6/30,28
2019/7/1,28
2019/7/2,25
2019/7/3,26
2019/7/4,26
2019/7/5,28
2019/7/6,28
2019/7/7,28
2019/7/8,28
2019/7/9,25
2019/7/10,26
2019/7/11,26
2019/7/12,27
2019/7/13,28
2019/7/14,28
2019/7/15,27
2019/7/16,28
2019/7/17,29
2019/7/18,28
2019/7/19,28
2019/7/20,27
2019/7/21,27
2019/7/22,26
2019/7/23,26
2019/7/24,26
2019/7/25,27
2019/7/26,27
2019/7/27,27
2019/7/28,27
2019/7/29,28
2019/7/30,26
2019/7/31,26
2019/8/1,25
2019/8/2,25
2019/8/3,25
2019/8/4,27
2019/8/5,27
2019/8/6,28
2019/8/7,27
2019/8/8,28
2019/8/9,28
2019/8/10,28
2019/8/11,28
2019/8/12,27
2019/8/13,27
2019/8/14,27
2019/8/15,26
2019/8/16,27
2019/8/17,26
2019/8/18,25
2019/8/19,25
2019/8/20,26
2019/8/21,27
2019/8/22,28
2019/8/23,27
2019/8/24,27
2019/8/25,26
2019/8/26,25
2019/8/27,27
2019/8/28,27
2019/8/29,26
2019/8/30,26
2019/8/31,25
2019/9/1,25
2019/9/2,25
2019/9/3,24
2019/9/4,25
2019/9/5,25
2019/9/6,26
2019/9/7,27
2019/9/8,27
2019/9/9,26
2019/9/10,27
2019/9/11,27
2019/9/12,26
2019/9/13,27
2019/9/14,27
2019/9/15,26
2019/9/16,25
2019/9/17,26
2019/9/18,25
2019/9/19,24
2019/9/20,23
2019/9/21,23
2019/9/22,22
2019/9/23,21
2019/9/24,23
2019/9/25,23
2019/9/26,23
2019/9/27,23
2019/9/28,23
2019/9/29,23
2019/9/30,22
2019/10/1,24
2019/10/2,25
2019/10/3,26
2019/10/4,25
2019/10/5,25
2019/10/6,23
2019/10/7,23
2019/10/8,24
2019/10/9,23
2019/10/10,25
2019/10/11,25
2019/10/12,24
2019/10/13,23
2019/10/14,23
2019/10/15,23
2019/10/16,23
2019/10/17,21
2019/10/18,20
2019/10/19,22
2019/10/20,22
2019/10/21,21
2019/10/22,22
2019/10/23,22
2019/10/24,22
2019/10/25,21
2019/10/26,21
2019/10/27,20
2019/10/28,19
2019/10/29,17
2019/10/30,17
2019/10/31,19
2019/11/1,20
2019/11/2,23
2019/11/3,20
2019/11/4,18
2019/11/5,17
2019/11/6,18
2019/11/7,17
2019/11/8,17
2019/11/9,17
2019/11/10,16
2019/11/11,17
2019/11/12,19
2019/11/13,16
2019/11/14,16
2019/11/15,18
2019/11/16,20
2019/11/17,18
2019/11/18,14
2019/11/19,14
2019/11/20,15
2019/11/21,17
2019/11/22,17
2019/11/23,17
2019/11/24,17
2019/11/25,16
2019/11/26,18
2019/11/27,15
2019/11/28,12
2019/11/29,12
2019/11/30,13
2019/12/1,13
2019/12/2,10
2019/12/3,10
2019/12/4,11
2019/12/5,13
2019/12/6,9
2019/12/7,8
2019/12/8,10
2019/12/9,10
2019/12/10,10
2019/12/11,10
2019/12/12,12
2019/12/13,15
2019/12/14,14
2019/12/15,15
2019/12/16,19
2019/12/17,19
2019/12/18,16
2019/12/19,13
2019/12/20,13
2019/12/21,13
2019/12/22,16
2019/12/23,15
2019/12/24,18
2019/12/25,16
2019/12/26,11
2019/12/27,10
2019/12/28,12
2019/12/29,15
2019/12/30,14
2019/12/31,14
2020/1/1,14
2020/1/2,15
2020/1/3,15
2020/1/4,16
2020/1/5,16
2020/1/6,20
2020/1/7,16
2020/1/8,15
2020/1/9,17
2020/1/10,19
2020/1/11,11
2020/1/12,9
2020/1/13,12
2020/1/14,15
2020/1/15,14
2020/1/16,13
2020/1/17,10
2020/1/18,12
2020/1/19,12
2020/1/20,12
2020/1/21,15
2020/1/22,18
2020/1/23,19
2020/1/24,19
2020/1/25,11
2020/1/26,7
2020/1/27,7
2020/1/28,7
2020/1/29,8
2020/1/30,8
2020/1/31,8
2020/2/1,10
2020/2/2,14
2020/2/3,11
2020/2/4,11
2020/2/5,13
2020/2/6,14
2020/2/7,12
2020/2/8,13
2020/2/9,12
2020/2/10,14
2020/2/11,14
2020/2/12,16
2020/2/13,17
2020/2/14,19
2020/2/15,8
2020/2/16,6
2020/2/17,6
2020/2/18,8
2020/2/19,10
2020/2/20,12
2020/2/21,14
2020/2/22,15
2020/2/23,16
2020/2/24,18
2020/2/25,18
2020/2/26,19
2020/2/27,18
2020/2/28,19
2020/2/29,18
2020/3/1,19
2020/3/2,18
2020/3/3,18
2020/3/4,13
2020/3/5,14
2020/3/6,18
2020/3/7,18
2020/3/8,22
2020/3/9,18
2020/3/10,16
2020/3/11,18
2020/3/12,18
2020/3/13,18
2020/3/14,16
2020/3/15,17
2020/3/16,19
2020/3/17,20
2020/3/18,18
2020/3/19,19
2020/3/20,21
2020/3/21,21
2020/3/22,21
2020/3/23,22
2020/3/24,22
2020/3/25,22
2020/3/26,20
2020/3/27,17
2020/3/28,17
2020/3/29,18
2020/3/30,13
2020/3/31,13
2020/4/1,14
2020/4/2,14
2020/4/3,16
2020/4/4,15
2020/4/5,15
2020/4/6,14
2020/4/7,16
2020/4/8,17
2020/4/9,19
2020/4/10,19
2020/4/11,15
2020/4/12,11
2020/4/13,15
2020/4/14,15
2020/4/15,16
2020/4/16,18
2020/4/17,21
2020/4/18,22
2020/4/19,23
2020/4/20,24
2020/4/21,21
2020/4/22,18
2020/4/23,16
2020/4/24,15
2020/4/25,17
2020/4/26,19
2020/4/27,19
2020/4/28,20
2020/4/29,21
2020/4/30,22
2020/5/1,23
2020/5/2,25
2020/5/3,25
2020/5/4,26
2020/5/5,27
2020/5/6,27
2020/5/7,28
2020/5/8,28
2020/5/9,27
2020/5/10,25
2020/5/11,24
2020/5/12,24
2020/5/13,26
2020/5/14,25
2020/5/15,26
2020/5/16,26
2020/5/17,24
2020/5/18,24
2020/5/19,24
2020/5/20,25
2020/5/21,25
2020/5/22,25
2020/5/23,24
2020/5/24,25
2020/5/25,25
2020/5/26,26
2020/5/27,25
2020/5/28,25
2020/5/29,25
2020/5/30,26
2020/5/31,26
2020/6/1,26
2020/6/2,26
2020/6/3,25
2020/6/4,26
2020/6/5,25
2020/6/6,25
2020/6/7,25
2020/6/8,26
2020/6/9,26
2020/6/10,26
2020/6/11,27
2020/6/12,27
2020/6/13,26
2020/6/14,25
2020/6/15,26
2020/6/16,26
2020/6/17,25
2020/6/18,26
2020/6/19,27
2020/6/20,27
2020/6/21,28
2020/6/22,28
2020/6/23,29
2020/6/24,28
2020/6/25,27
2020/6/26,27
2020/6/27,27
2020/6/28,28
2020/6/29,28
2020/6/30,28
2020/7/1,26
2020/7/2,27
2020/7/3,27
2020/7/4,27
2020/7/5,27
2020/7/6,27
2020/7/7,28
2020/7/8,28
2020/7/9,27
2020/7/10,29
2020/7/11,29
2020/7/12,28
2020/7/13,28
2020/7/14,28
2020/7/15,28
2020/7/16,29
2020/7/17,29
2020/7/18,28
2020/7/19,28
2020/7/20,29
2020/7/21,28
2020/7/22,28
2020/7/23,28
2020/7/24,28
2020/7/25,29
2020/7/26,29
2020/7/27,29
2020/7/28,28
2020/7/29,28
2020/7/30,27
2020/7/31,26
2020/8/1,26
2020/8/2,25
2020/8/3,25
2020/8/4,26
2020/8/5,25
2020/8/6,26
2020/8/7,26
2020/8/8,26
2020/8/9,27
2020/8/10,27
2020/8/11,27
2020/8/12,26
2020/8/13,25
2020/8/14,26
2020/8/15,26
2020/8/16,27
2020/8/17,26
2020/8/18,25
2020/8/19,26
2020/8/20,27
2020/8/21,26
2020/8/22,26
2020/8/23,26
2020/8/24,26
2020/8/25,26
2020/8/26,24
2020/8/27,25
2020/8/28,27
2020/8/29,28
2020/8/30,27
2020/8/31,27
2020/9/1,28
2020/9/2,27
2020/9/3,28
2020/9/4,27
2020/9/5,27
2020/9/6,26
2020/9/7,25
2020/9/8,26
2020/9/9,25
2020/9/10,25
2020/9/11,25
2020/9/12,25
2020/9/13,24
2020/9/14,25
2020/9/15,25
2020/9/16,24
2020/9/17,25
2020/9/18,24
2020/9/19,25
2020/9/20,25
2020/9/21,25
2020/9/22,24
2020/9/23,24
2020/9/24,24
2020/9/25,24
2020/9/26,24
2020/9/27,23
2020/9/28,25
2020/9/29,24
2020/9/30,23
2020/10/1,24
2020/10/2,23
2020/10/3,23
2020/10/4,22
2020/10/5,21
2020/10/6,21
2020/10/7,21
2020/10/8,20
2020/10/9,20
2020/10/10,21
2020/10/11,21
2020/10/12,21
2020/10/13,22
2020/10/14,22
2020/10/15,22
2020/10/16,20
2020/10/17,22
2020/10/18,21
2020/10/19,20
2020/10/20,19
2020/10/21,19
2020/10/22,19
2020/10/23,17
2020/10/24,20
2020/10/25,20
2020/10/26,21
2020/10/27,21
2020/10/28,21
2020/10/29,19
2020/10/30,20
2020/10/31,21
2020/11/1,20
2020/11/2,19
2020/11/3,19
2020/11/4,19
2020/11/5,18
2020/11/6,20
2020/11/7,20
2020/11/8,19
2020/11/9,17
2020/11/10,18
2020/11/11,15
2020/11/12,17
2020/11/13,18
2020/11/14,20
2020/11/15,19
2020/11/16,19
2020/11/17,21
2020/11/18,22
2020/11/19,23
2020/11/20,23
2020/11/21,22
2020/11/22,18
2020/11/23,17
2020/11/24,17
2020/11/25,19
2020/11/26,16
2020/11/27,15
2020/11/28,14
2020/11/29,14
2020/11/30,14
2020/12/1,14
2020/12/2,12
2020/12/3,11
2020/12/4,10
2020/12/5,12
2020/12/6,14
2020/12/7,11
2020/12/8,14
2020/12/9,14
2020/12/10,15
2020/12/11,18
2020/12/12,17
2020/12/13,14
2020/12/14,9
2020/12/15,8
2020/12/16,10
2020/12/17,8
2020/12/18,10
2020/12/19,8
2020/12/20,9
2020/12/21,10
2020/12/22,11
2020/12/23,14
2020/12/24,10
2020/12/25,14
2020/12/26,16
2020/12/27,17
2020/12/28,14
2020/12/29,9
2020/12/30,5
2020/12/31,3
2021/1/1,7
2021/1/2,7
2021/1/3,10
2021/1/4,15
2021/1/5,12
2021/1/6,10
2021/1/7,4
2021/1/8,5
2021/1/9,6
2021/1/10,8
2021/1/11,5
2021/1/12,4
2021/1/13,7
2021/1/14,10
2021/1/15,11
2021/1/16,12
2021/1/17,7
2021/1/18,7
2021/1/19,12
2021/1/20,14
2021/1/21,16
2021/1/22,13
2021/1/23,13
2021/1/24,15
2021/1/25,14
2021/1/26,15
2021/1/27,14
2021/1/28,10
2021/1/29,9
2021/1/30,12
2021/1/31,13
2021/2/1,14
2021/2/2,15
2021/2/3,13
2021/2/4,13
2021/2/5,13
2021/2/6,15
2021/2/7,16
2021/2/8,15
2021/2/9,14
2021/2/10,12
2021/2/11,11
2021/2/12,14
2021/2/13,13
2021/2/14,14
2021/2/15,15
2021/2/16,15
2021/2/17,13
2021/2/18,11
2021/2/19,13
2021/2/20,14
2021/2/21,15
2021/2/22,16
2021/2/23,17
2021/2/24,19
2021/2/25,18
2021/2/26,13
2021/2/27,16
2021/2/28,16
2021/3/1,13
2021/3/2,15
2021/3/3,17
2021/3/4,18
2021/3/5,18
2021/3/6,15
2021/3/7,15
2021/3/8,13
2021/3/9,17
2021/3/10,18
2021/3/11,19
2021/3/12,20
2021/3/13,19
2021/3/14,19
2021/3/15,19
2021/3/16,19
2021/3/17,20
2021/3/18,21
2021/3/19,21
2021/3/20,18
2021/3/21,13
2021/3/22,13
2021/3/23,16
2021/3/24,18
2021/3/25,16
2021/3/26,19
2021/3/27,21
2021/3/28,22
2021/3/29,23
2021/3/30,23
2021/3/31,24
2021/4/1,24
2021/4/2,24
2021/4/3,25
2021/4/4,20
2021/4/5,21
2021/4/6,22
2021/4/7,20
2021/4/8,18
2021/4/9,19
2021/4/10,19
2021/4/11,19
2021/4/12,21
2021/4/13,22
2021/4/14,23
2021/4/15,21
2021/4/16,21
2021/4/17,20
2021/4/18,19
2021/4/19,19
2021/4/20,20
2021/4/21,21
2021/4/22,22
2021/4/23,23
2021/4/24,25
2021/4/25,20
2021/4/26,21
2021/4/27,21
2021/4/28,19
2021/4/29,18
2021/4/30,19
2021/5/1,23
2021/5/2,22
2021/5/3,23
2021/5/4,21
2021/5/5,21
2021/5/6,22
2021/5/7,23
2021/5/8,23
2021/5/9,24
2021/5/10,24
2021/5/11,25
2021/5/12,25
2021/5/13,26
2021/5/14,26
2021/5/15,27
2021/5/16,26
2021/5/17,25
2021/5/18,26
2021/5/19,26
2021/5/20,28
2021/5/21,28
2021/5/22,28
2021/5/23,27
2021/5/24,26
2021/5/25,26
2021/5/26,26
2021/5/27,27
2021/5/28,27
2021/5/29,27
2021/5/30,26
2021/5/31,24
2021/6/1,26
2021/6/2,26
2021/6/3,24
2021/6/4,23
2021/6/5,24
2021/6/6,24
2021/6/7,24
2021/6/8,25
2021/6/9,25
2021/6/10,27
2021/6/11,25
2021/6/12,24
2021/6/13,27
2021/6/14,25
2021/6/15,27
2021/6/16,27
2021/6/17,27
2021/6/18,26
2021/6/19,28
2021/6/20,28
2021/6/21,25
2021/6/22,25
2021/6/23,25
2021/6/24,24
2021/6/25,26
2021/6/26,25
2021/6/27,26
2021/6/28,26
2021/6/29,26
2021/6/30,27
2021/7/1,28
2021/7/2,27
2021/7/3,27
2021/7/4,27
2021/7/5,28
2021/7/6,26
2021/7/7,27
2021/7/8,27
2021/7/9,28
2021/7/10,28
2021/7/11,27
2021/7/12,27
2021/7/13,28
2021/7/14,28
2021/7/15,27
2021/7/16,27
2021/7/17,27
2021/7/18,26
2021/7/19,26
2021/7/20,25
2021/7/21,26
2021/7/22,27
2021/7/23,27
2021/7/24,27
2021/7/25,28
2021/7/26,27
2021/7/27,28
2021/7/28,28
2021/7/29,26
2021/7/30,26
2021/7/31,26
2021/8/1,25
2021/8/2,26
2021/8/3,26
2021/8/4,26
2021/8/5,26
2021/8/6,26
2021/8/7,26
2021/8/8,27
2021/8/9,26
2021/8/10,26
2021/8/11,26
2021/8/12,25
2021/8/13,26
2021/8/14,26
2021/8/15,25
2021/8/16,25
2021/8/17,27
2021/8/18,27
2021/8/19,25
2021/8/20,26
2021/8/21,27
2021/8/22,27
2021/8/23,27
2021/8/24,27
2021/8/25,26
2021/8/26,27
2021/8/27,26
2021/8/28,26
2021/8/29,25
2021/8/30,26
2021/8/31,26
